2026-02-11 15:49:04 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:117 - INFO ] 从baseline预训练权重中加载
2026-02-11 15:49:04 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:120 - INFO ] 从Wavlm预训练权重中加载
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.attention.gru_rel_pos_linear.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.feed_forward.intermediate_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.feed_forward.intermediate_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.feed_forward.output_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.feed_forward.output_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.final_layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.18.final_layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.gru_rel_pos_const
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.k_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.k_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.v_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.v_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.q_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.q_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.out_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.out_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.gru_rel_pos_linear.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.attention.gru_rel_pos_linear.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.feed_forward.intermediate_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.feed_forward.intermediate_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.feed_forward.output_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.feed_forward.output_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.final_layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.19.final_layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.gru_rel_pos_const
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.k_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.k_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.v_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.v_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.q_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.q_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.out_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.out_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.gru_rel_pos_linear.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.attention.gru_rel_pos_linear.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.feed_forward.intermediate_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.feed_forward.intermediate_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.feed_forward.output_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.feed_forward.output_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.final_layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.20.final_layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.gru_rel_pos_const
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.k_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.k_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.v_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.v_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.q_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.q_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.out_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.out_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.gru_rel_pos_linear.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.attention.gru_rel_pos_linear.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.feed_forward.intermediate_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.feed_forward.intermediate_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.feed_forward.output_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.feed_forward.output_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.final_layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.21.final_layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.gru_rel_pos_const
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.k_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.k_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.v_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.v_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.q_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.q_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.out_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.out_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.gru_rel_pos_linear.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.attention.gru_rel_pos_linear.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.feed_forward.intermediate_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.feed_forward.intermediate_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.feed_forward.output_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.feed_forward.output_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.final_layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.22.final_layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.gru_rel_pos_const
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.k_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.k_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.v_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.v_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.q_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.q_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.out_proj.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.out_proj.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.gru_rel_pos_linear.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.attention.gru_rel_pos_linear.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.feed_forward.intermediate_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.feed_forward.intermediate_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.feed_forward.output_dense.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.feed_forward.output_dense.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.final_layer_norm.weight
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:199 - INFO ] 冻结参数: wavlm_encoder.encoder.encoder.layers.23.final_layer_norm.bias
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:211 - INFO ] Create optimizer adam: {'lr': 0.001, 'weight_decay': 1e-05}
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:139 - INFO ] Starting preparing model ............
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:140 - INFO ] Loading model to GPUs:(0,), #param: 320.11M
2026-02-11 15:49:05 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:145 - INFO ] Gradient clipping by 200, default L2
2026-02-11 15:49:26 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:267 - INFO ] Validation model ......
2026-02-11 15:49:45 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:200, lr:1.000e-03, loss:26.507, batch:200 utterances> 
2026-02-11 15:50:03 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:400, lr:1.000e-03, loss:27.855, batch:400 utterances> 
2026-02-11 15:50:21 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:600, lr:1.000e-03, loss:29.053, batch:600 utterances> 
2026-02-11 15:50:38 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:800, lr:1.000e-03, loss:26.299, batch:800 utterances> 
2026-02-11 15:50:56 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:1000, lr:1.000e-03, loss:25.690, batch:1000 utterances> 
2026-02-11 15:51:14 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:1200, lr:1.000e-03, loss:26.696, batch:1200 utterances> 
2026-02-11 15:51:32 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:1400, lr:1.000e-03, loss:25.216, batch:1400 utterances> 
2026-02-11 15:51:50 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:1600, lr:1.000e-03, loss:27.261, batch:1600 utterances> 
2026-02-11 15:52:08 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:282 - INFO ] <epoch:  0, iter:1800, lr:1.000e-03, loss:27.530, batch:1800 utterances> 
2026-02-11 15:52:12 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:286 - INFO ] <epoch:  0, lr:1.000e-03, loss:26.931, Total time:2.773 min> 
2026-02-11 15:52:12 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:298 - INFO ] Starting epoch from 0, loss = 26.9306
2026-02-11 15:52:12 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:235 - INFO ] Training model ......
2026-02-11 15:53:34 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:253 - INFO ] <epoch:  1, iter:200, lr:1.000e-03, loss:5.894, batch:200 utterances> 
2026-02-11 15:54:21 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:253 - INFO ] <epoch:  1, iter:400, lr:1.000e-03, loss:6.742, batch:400 utterances> 
2026-02-11 15:55:08 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:253 - INFO ] <epoch:  1, iter:600, lr:1.000e-03, loss:8.108, batch:600 utterances> 
2026-02-11 15:55:56 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:253 - INFO ] <epoch:  1, iter:800, lr:1.000e-03, loss:6.905, batch:800 utterances> 
2026-02-11 15:56:43 [/home/student/zt/ConvTasNet_hao/ConvTasNet_Separation_WavLM_CAtt/trainer.py:253 - INFO ] <epoch:  1, iter:1000, lr:1.000e-03, loss:8.090, batch:1000 utterances> 
